Timestamp,Device ID,RSSI
354,0,85
354,1,78
354,2,72
354,3,66
354,4,58
354,5,48
382,0,62
382,1,72
382,2,77
382,3,68
382,4,59
382,5,48
382,7,61
382,8,81
382,9,76
382,10,67
382,11,67
382,12,65
382,13,55
411,0,63
411,1,59
411,2,71
411,3,69
411,4,62
411,5,48
411,7,55
411,8,77
411,9,74
411,10,78
411,11,68
411,12,65
411,13,55
439,0,64
439,1,62
439,2,82
439,3,68
439,4,60
439,5,48
439,7,55
439,8,73
439,9,74
439,10,70
439,11,68
439,12,63
439,13,57
467,0,62
467,1,64
467,2,82
467,3,79
467,4,62
467,5,48
467,7,55
467,8,77
467,9,75
467,10,79
467,11,66
467,12,62
467,13,53
496,0,58
496,1,62
496,2,86
496,3,75
496,4,81
496,5,48
496,7,61
496,8,80
496,9,72
496,10,67
496,11,69
496,12,66
496,13,57
524,0,62
524,1,58
524,2,83
524,3,70
524,4,73
524,5,81
524,7,55
524,8,76
524,9,72
524,10,72
524,11,67
524,12,66
524,13,58
552,0,90
552,1,82
552,3,86
552,4,84
552,7,92
552,8,93
552,9,90
552,10,91
552,11,89
552,12,84
552,13,80
581,0,78
581,1,89
581,2,93
581,3,80
581,4,90
581,5,73
581,7,65
581,8,87
581,9,92
581,10,91
581,11,88
581,12,84
581,13,80
609,0,80
609,1,85
609,2,89
609,3,85
609,4,88
609,5,72
609,7,66
609,8,69
609,9,93
609,10,93
609,11,89
609,12,89
609,13,83
637,0,80
637,1,89
637,2,93
637,3,81
637,4,91
637,5,78
637,7,67
637,8,68
637,9,81
637,10,90
637,11,92
637,12,84
637,13,84
666,0,81
666,1,83
666,2,89
666,3,76
666,4,87
666,5,77
666,7,65
666,8,66
666,9,81
666,11,85
666,12,82
666,13,89
694,0,85
694,1,89
694,2,85
694,3,80
694,4,88
694,5,79
694,7,65
694,8,67
694,9,81
694,11,85
694,12,86
694,13,89
722,0,80
722,1,88
722,2,87
722,3,81
722,4,87
722,5,74
722,7,67
722,8,66
722,9,85
722,11,85
751,0,89
751,1,88
751,2,86
751,3,88
751,4,87
751,5,78
751,7,66
751,8,67
751,9,84
751,11,90
779,0,77
779,1,87
779,2,89
779,3,89
779,4,88
779,5,75
779,7,67
779,8,67
779,9,83
779,11,85
807,0,83
807,1,87
807,2,88
807,3,85
807,4,86
807,5,80
807,7,66
807,8,67
807,9,83
807,11,86
836,0,81
836,1,85
836,2,86
836,3,83
836,4,87
836,5,73
836,7,65
836,8,69
836,9,83
836,11,77
864,0,84
864,1,85
864,2,78
864,3,85
864,4,85
864,5,71
864,7,67
864,8,66
864,9,81
864,11,82
892,0,87
892,1,86
892,2,80
892,3,84
892,4,88
892,5,77
892,7,65
892,8,66
892,9,86
892,11,76
921,0,77
921,1,84
921,2,80
921,3,80
921,4,85
921,5,81
921,7,67
921,8,66
921,9,81
921,11,80
949,0,79
949,1,84
949,2,82
949,3,81
