Timestamp,DEVICE0,DEVICE1
1449255010.720326,16.0,20.0
1449255016.725901,16.0,22.0
1449255022.729409,16.0,18.0
1449255028.716662,16.0,18.0
1449255034.722096,16.0,21.0
1449255040.725065,16.0,21.0
1449255046.72943,16.0,21.0
1449255052.732753,16.0,21.0
1449255058.719586,16.0,23.0
1449255064.723368,16.0,16.0
1449255070.729022,16.0,16.0
1449255076.732153,16.0,19.0
1449255082.735459,16.0,19.0
1449255088.724721,16.0,21.0
