250
991332,0,-77
991332,2,-86
991332,3,-77
991332,4,-81
991332,5,-79
991332,6,-67
991332,7,-49
1021848,0,-80
1021848,2,-76
1021848,3,-78
1021848,4,-83
1021848,5,-83
1021848,6,-73
1021848,7,-49
1021848,9,-52
1021848,10,-53
1021848,11,-56
1021848,12,-66
1052359,0,-76
1052359,2,-88
1052359,3,-79
1052359,4,-75
1052359,5,-81
1052359,6,-64
1052359,7,-80
1052359,9,-52
1052359,10,-52
1052359,11,-59
1052359,12,-68
1082863,0,-87
1082863,2,-88
1082863,3,-90
1082863,4,-85
1082863,5,-80
1082863,6,-83
1082863,7,-90
1082863,9,-83
1082863,10,-80
1082863,11,-83
1082863,12,-80
1113362,0,-82
1113362,2,-66
1113362,3,-83
1113362,4,-68
1113362,5,-65
1113362,6,-63
1113362,7,-71
1113362,9,-92
1113362,10,-71
1113362,11,-69
1113362,12,-69
1143848,0,-84
1143848,2,-59
1143848,3,-78
1143848,4,-67
1143848,5,-66
1143848,6,-62
1143848,7,-71
1143848,9,-80
1143848,10,-73
1143848,11,-68
1143848,12,-70
1174331,0,-81
1174331,2,-63
1174331,3,-76
1174331,4,-67
1174331,5,-68
1174331,6,-64
1174331,7,-73
1174331,9,-64
1174331,10,-79
1174331,11,-77
1174331,12,-75
1204814,0,-86
1204814,2,-59
1204814,3,-76
1204814,4,-66
1204814,5,-63
1204814,6,-64
1204814,7,-69
249
1204848,9,-64
1204848,10,-74
1204848,11,-74
1204848,12,-76
1235338,0,-78
1235338,2,-59
1235338,3,-77
1235338,4,-67
1235338,5,-67
1235338,6,-63
1235338,7,-70
1235338,9,-56
1235338,12,-70
1265801,0,-83
1265801,2,-67
1265801,3,-78
1265801,4,-67
1265801,5,-64
1265801,6,-63
1265801,7,-70
1265801,9,-67
1265801,11,-96
1265801,12,-72
1296267,0,-78
1296267,2,-59
1296267,3,-76
1296267,4,-67
1296267,5,-68
1296267,6,-67
1296267,7,-70
1296267,9,-58
1296267,11,-96
1296267,12,-73
1326735,0,-77
1326735,2,-62
1326735,3,-76
1326735,4,-69
1326735,5,-64
1326735,6,-63
1326735,7,-70
1326735,9,-64
1326735,12,-70
1357204,0,-83
1357204,2,-62
1357204,3,-78
1357204,4,-69
1357204,5,-64
1357204,6,-63
1357204,7,-70
1357204,9,-64
1357204,12,-70
1387649,0,-77
1387649,2,-59
1387649,3,-80
1387649,4,-67
1387649,5,-64
1387649,6,-63
1387649,7,-70
1387649,9,-58
1387649,12,-75
1418101,0,-81
1418101,2,-67
1418101,3,-77
1418101,4,-69
1418101,5,-64
1418101,6,-63
1418101,7,-70
1418101,9,-67
1418101,12,-75
1448568,0,-83
1448568,2,-63
1448568,3,-82
1448568,4,-67
1448568,5,-64
1448568,6,-63
1448568,7,-70
1448568,9,-67
1448568,12,-81
1479038,0,-79
1479038,2,-67
248
1479072,3,-76
1479072,4,-68
1479072,5,-67
1479072,6,-63
1479072,7,-70
1479072,9,-63
1479072,12,-70
1509550,0,-78
1509550,2,-61
1509550,3,-76
1509550,4,-67
1509550,5,-64
1509550,6,-63
1509550,7,-70
1509550,9,-65
1509550,12,-73
1540010,0,-78
1540010,2,-62
1540010,3,-75
1540010,4,-68
1540010,5,-64
1540010,6,-63
1540010,7,-70
1540010,9,-67
1540010,12,-70
1570474,0,-82
1570474,2,-67
1570474,3,-78
1570474,4,-67
1570474,6,-63
1570474,7,-70
1570474,9,-64
1570474,12,-74
1600933,0,-96
1600933,2,-61
1600933,3,-75
1600933,4,-69
1600933,6,-63
1600933,9,-66
1600933,12,-70
1631377,0,-77
1631377,2,-67
1631377,3,-76
1631377,4,-69
1631377,6,-64
1631377,7,-71
1631377,9,-67
1631377,12,-72
1661828,0,-77
1661828,2,-67
1661828,3,-76
1661828,4,-67
1661828,5,-68
1661828,6,-63
1661828,9,-63
1661828,12,-79
1692280,0,-94
1692280,2,-67
1692280,3,-81
1692280,4,-69
1692280,5,-69
1692280,6,-63
1692280,9,-59
1692280,12,-75
1722730,0,-96
1722730,2,-61
1722730,3,-78
1722730,4,-68
1722730,5,-67
1722730,6,-63
1722730,9,-56
1722730,12,-80
1753188,0,-84
1753188,2,-66
1753188,3,-75
1753188,4,-67
1753188,5,-64
1753188,6,-63
1753188,9,-61
1753188,12,-79
247
1783677,0,-77
1783677,2,-67
1783677,3,-78
1783677,4,-67
1783677,5,-70
1783677,6,-63
1783677,9,-64
1783677,12,-71
1814152,0,-77
1814152,2,-62
1814152,3,-78
1814152,4,-69
1814152,5,-70
1814152,6,-63
1814152,9,-64
1814152,11,-96
1814152,12,-73
1844609,0,-77
1844609,2,-61
1844609,3,-78
1844609,4,-69
1844609,5,-67
1844609,6,-63
1844609,9,-56
1844609,12,-80
1875073,0,-77
1875073,2,-62
1875073,3,-75
1875073,4,-69
1875073,5,-66
1875073,6,-63
1875073,7,-75
1875073,9,-61
1875073,12,-81
1905539,0,-77
1905539,2,-67
1905539,3,-80
1905539,4,-67
1905539,5,-70
1905539,6,-63
1905539,9,-67
1905539,10,-95
1905539,12,-77
1935995,0,-84
1935995,2,-61
1935995,3,-83
1935995,4,-68
1935995,5,-69
1935995,6,-64
1935995,7,-70
1935995,9,-61
1935995,11,-96
1935995,12,-77
1966454,0,-77
1966454,2,-61
1966454,3,-81
1966454,4,-69
1966454,5,-69
1966454,6,-63
1966454,7,-73
1966454,9,-61
1966454,12,-72
1996912,0,-77
1996912,2,-67
1996912,3,-78
1996912,4,-69
1996912,5,-69
1996912,6,-63
1996912,7,-70
1996912,9,-58
1996912,12,-81
2027374,0,-77
2027374,2,-60
2027374,3,-80
2027374,4,-70
2027374,5,-67
2027374,6,-63
2027374,7,-69
2027374,9,-57
2027374,12,-90
246
2057847,0,-77
2057847,2,-60
2057847,3,-77
2057847,4,-67
2057847,5,-70
2057847,6,-63
2057847,7,-72
2057847,9,-58
2088295,0,-76
2088295,2,-59
2088295,3,-75
2088295,4,-67
2088295,5,-68
2088295,6,-64
2088295,7,-70
2088295,9,-66
2088295,11,-96
2118727,0,-77
2118727,2,-61
2118727,3,-77
2118727,4,-70
2118727,5,-66
2118727,6,-66
2118727,7,-74
2118727,9,-56
2118727,10,-96
2118727,11,-96
2149164,0,-77
2149164,2,-62
2149164,3,-77
2149164,4,-66
2149164,5,-68
2149164,6,-63
2149164,7,-68
2149164,9,-65
2149164,10,-91
2179607,0,-78
2179607,2,-59
2179607,3,-80
2179607,4,-67
2179607,5,-64
2179607,6,-64
2179607,7,-70
2179607,9,-56
2179607,10,-94
2179607,11,-76
2210064,0,-81
2210064,2,-59
2210064,3,-80
2210064,4,-66
2210064,5,-68
2210064,7,-73
2210064,9,-58
2210064,10,-94
2210064,11,-95
2240505,0,-79
2240505,2,-59
2240505,3,-77
2240505,4,-67
2240505,5,-64
2240505,6,-64
2240505,7,-68
2240505,9,-67
2240505,10,-93
2270946,0,-85
2270946,2,-59
2270946,3,-81
2270946,4,-67
2270946,5,-66
2270946,6,-63
2270946,7,-70
2270946,9,-61
2270946,10,-83
2301368,0,-92
2301368,2,-59
2301368,3,-83
2301368,4,-67
2301368,5,-68
2301368,6,-65
2301368,7,-73
245
2301402,9,-56
2301402,10,-93
2301402,11,-95
2331858,0,-86
2331858,2,-59
2331858,3,-79
2331858,4,-67
2331858,5,-67
2331858,6,-64
2331858,7,-70
2331858,9,-64
2331858,10,-91
2362259,0,-81
2362259,2,-59
2362259,3,-84
2362259,4,-67
2362259,5,-63
2362259,7,-70
2362259,9,-58
2362259,10,-87
2362259,11,-96
2392694,0,-77
2392694,2,-62
2392694,3,-80
2392694,4,-66
2392694,5,-66
2392694,7,-75
2392694,9,-56
2392694,10,-78
2392694,11,-96
2423134,0,-86
2423134,2,-59
2423134,3,-85
2423134,4,-66
2423134,5,-69
2423134,7,-71
2423134,9,-67
2423134,10,-90
2423134,11,-96
2453591,0,-88
2453591,3,-78
2453591,4,-67
2453591,5,-66
2453591,7,-69
2453591,9,-64
2453591,10,-84
2484033,0,-74
2484033,3,-83
2484033,4,-66
2484033,5,-68
2484033,7,-72
2484033,9,-56
2484033,10,-77
2484033,11,-96
2514481,0,-92
2514481,2,-60
2514481,3,-81
2514481,4,-67
2514481,5,-63
2514481,7,-75
2514481,9,-57
2514481,10,-87
2514481,11,-96
2544907,0,-93
2544907,3,-81
2544907,4,-68
2544907,5,-67
2544907,7,-72
2544907,9,-65
2544907,10,-81
2544907,11,-94
2575325,0,-96
2575325,3,-81
2575325,4,-67
2575325,5,-63
2575325,6,-67
2575325,7,-73
2575325,9,-57
2575325,10,-82
2575325,11,-95
244
2605767,0,-96
2605767,3,-85
2605767,4,-66
2605767,5,-67
2605767,6,-65
2605767,7,-73
