�250

85046408,1588046580,390046787

194046408,1687046580,471046787

293046408,89046614,578046787

388046408,194046614,672046787

472046408,290046614,765046787

578046408,383046614,980046787

674046408,474046614,1087046787

765046408,576046614,1171046787

82046442,675046614,1374046787

194046442,771046614,1494046787

291046442,979046614,1588046787

390046442,1087046614,1684046787

474046442,1175046614,83046821

573046442,1372046614,194046821

674046442,1494046614,292046821

765046442,1591046614,383046821

1084046442,1682046614,474046821

1169046442,88046649,576046821

1373046442,194046649,673046821

1494046442,291046649,771046821

1590046442,386046649,984046821

1685046442,473046649,1083046821

83046477,573046649,1172046821

194046477,673046649,1375046821

292046477,766046649,1494046821

389046477,983046649,1590046821

478046477,1083046649,1683046821

580046477,1177046649,84046855

674046477,1374046649,194046855

768046477,1494046649,291046855

983046477,1587046649,384046855

1088046477,1682046649,474046855

1172046477,84046683,579046855

1375046477,194046683,676046855

1494046477,292046683,768046855

1590046477,387046683,983046855

1682046477,473046683,1086046855

89046511,579046683,1172046855

194046511,676046683,1375046855

292046511,764046683,1494046855

389046511,983046683,1588046855

476046511,1083046683,1682046855

578046511,1176046683,84046890

676046511,1373046683,194046890

768046511,1494046683,290046890

982046511,1589046683,384046890

1087046511,1682046683,474046890

1170046511,85046718,577046890

1371046511,194046718,674046890

1494046511,291046718,768046890

1589046511,390046718,979046890

1680046511,475046718,1081046890

88046545,575046718,1174046890

194046545,674046718,1372046890

292046545,768046718,1494046890

390046545,982046718,1590046890

474046545,1084046718,1679046890

575046545,1173046718,83046924

676046545,1373046718,194046924

767046545,1494046718,292046924

980046545,1588046718,383046924

1087046545,1678046718,471046924

1174046545,83046752,578046924

1373046545,194046752,676046924

1493046545,291046752,770046924

1590046545,389046752,983046924

1678046545,475046752,1087046924

86046580,580046752,1171046924

194046580,672046752,1373046924

290046580,769046752,1494046924

390046580,985046752,1589046924

477046580,1087046752,1683046924

577046580,1174046752,85046959

675046580,1373046752,193046959

768046580,1494046752,291046959

982046580,1589046752,382046959

1084046580,1684046752,471046959

1177046580,81046787,578046959

1373046580,194046787,674046959

1493046580,291046787,770046959

249

983046959,1586047131,387047337

1087046959,1680047131,473047337

1173046959,82047165,575047337

1374046959,193047165,672047337

1494046959,292047165,764047337

1589046959,389047165,978047337

1680046959,472047165,1086047337

