250
1327054,0,-70
1327054,2,-67
1357574,0,-78
1357574,2,-68
1357574,4,-73
1357574,5,-69
1357574,6,-89
1357574,7,-81
1357574,8,-87
1357574,9,-92
1357574,10,-84
1357574,11,-87
1357574,12,-88
1388082,0,-71
1388082,2,-69
1388082,4,-66
1388082,5,-74
1388082,6,-93
1388082,7,-78
1388082,8,-76
1388082,9,-88
1388082,10,-77
1388082,11,-89
1388082,12,-89
1418588,0,-70
1418588,2,-67
1418588,4,-76
1418588,5,-70
1418588,6,-92
1418588,7,-92
1418588,8,-84
1418588,9,-80
1418588,10,-78
1418588,11,-92
1418588,12,-90
1449074,0,-80
1449074,2,-67
1449074,4,-68
1449074,5,-73
1449074,6,-93
1449074,7,-93
1449074,8,-81
1449074,9,-89
1449074,10,-80
1449074,11,-78
1449074,12,-85
1479552,0,-70
1479552,4,-71
1479552,5,-77
1479552,6,-89
1479552,7,-93
1479552,8,-82
1479552,9,-82
1479552,10,-81
1479552,11,-93
1479552,12,-82
1510028,0,-72
1510028,4,-71
1510028,5,-69
1510028,6,-84
1510028,7,-93
1510028,8,-88
1510028,9,-91
1510028,10,-88
1510028,11,-92
1510028,12,-93
1540509,0,-77
1540509,2,-71
1540509,4,-70
1540509,5,-68
1540509,6,-88
1540509,7,-93
1540509,8,-87
1540509,9,-91
1540509,10,-83
1540509,11,-80
1540509,12,-92
1570989,0,-71
1570989,2,-71
1570989,4,-71
249
1571023,5,-70
1571023,6,-83
1571023,7,-91
1571023,8,-82
1571023,9,-93
1571023,10,-92
1571023,11,-90
1571023,12,-90
1601497,0,-72
1601497,2,-71
1601497,4,-76
1601497,5,-76
1601497,6,-84
1601497,7,-90
1601497,8,-88
1601497,9,-90
1601497,12,-87
1631964,0,-80
1631964,2,-69
1631964,4,-67
1631964,5,-71
1631964,6,-83
1631964,7,-91
1631964,8,-84
1631964,9,-91
1631964,12,-90
1662429,0,-80
1662429,2,-70
1662429,4,-67
1662429,5,-76
1662429,6,-89
1662429,7,-91
1662429,8,-89
1662429,9,-92
1662429,12,-90
1692895,0,-80
1692895,2,-68
1692895,4,-75
1692895,5,-75
1692895,6,-84
1692895,7,-91
1692895,8,-84
1692895,9,-91
1692895,12,-89
1723357,0,-80
1723357,2,-77
1723357,4,-68
1723357,5,-70
1723357,6,-84
1723357,7,-91
1723357,8,-84
1723357,9,-92
1723357,12,-89
1753824,0,-81
1753824,2,-76
1753824,4,-70
1753824,5,-70
1753824,6,-89
1753824,7,-91
1753824,8,-80
1753824,9,-92
1753824,12,-89
1784294,0,-77
1784294,2,-70
1784294,4,-76
1784294,5,-70
1784294,6,-84
1784294,7,-91
1784294,8,-79
1784294,9,-91
1784294,12,-89
1814763,0,-82
1814763,2,-72
1814763,4,-75
1814763,5,-72
1814763,6,-83
1814763,7,-91
1814763,8,-83
1814763,9,-92
1814763,12,-89
248
1845268,0,-82
1845268,2,-71
1845268,4,-74
1845268,5,-74
1845268,6,-83
1845268,7,-91
1845268,8,-78
1845268,9,-91
1845268,12,-87
1875743,0,-75
1875743,2,-74
1875743,4,-71
1875743,5,-74
1875743,6,-85
1875743,7,-91
1875743,8,-79
1875743,9,-91
1875743,10,-93
1875743,12,-89
1906208,0,-81
1906208,2,-73
1906208,4,-73
1906208,5,-76
1906208,6,-83
1906208,7,-91
1906208,8,-83
1906208,9,-91
1906208,12,-87
1936672,0,-79
1936672,2,-76
1936672,4,-71
1936672,5,-70
1936672,6,-88
1936672,7,-91
1936672,8,-88
1936672,9,-91
1936672,12,-90
1967136,0,-82
1967136,2,-75
1967136,4,-73
1967136,5,-70
1967136,6,-91
1967136,7,-91
1967136,8,-83
1967136,9,-92
1967136,12,-90
1997594,0,-70
1997594,2,-70
1997594,4,-73
1997594,5,-77
1997594,6,-83
1997594,7,-91
1997594,8,-79
1997594,9,-90
1997594,11,-93
1997594,12,-90
2028055,0,-72
2028055,2,-75
2028055,4,-69
2028055,5,-70
2028055,6,-86
2028055,7,-91
2028055,8,-88
2028055,9,-91
2028055,11,-93
2028055,12,-90
2058515,0,-70
2058515,2,-77
2058515,4,-67
2058515,5,-76
2058515,6,-83
2058515,7,-91
2058515,8,-85
2058515,9,-91
2058515,10,-93
2058515,12,-91
2088977,0,-70
2088977,2,-69
2088977,4,-68
2088977,5,-76
247
2089011,6,-85
2089011,7,-91
2089011,8,-79
2089011,9,-92
2089011,12,-90
2119486,0,-80
2119486,2,-70
2119486,4,-73
2119486,5,-74
2119486,6,-85
2119486,7,-91
2119486,8,-82
2119486,9,-92
2119486,10,-93
2119486,12,-88
2149953,0,-80
2149953,2,-68
2149953,4,-68
2149953,5,-76
2149953,6,-86
2149953,7,-90
2149953,8,-80
2149953,9,-91
2149953,10,-93
2149953,12,-89
2180419,0,-76
2180419,2,-70
2180419,4,-66
2180419,5,-77
2180419,6,-83
2180419,7,-91
2180419,8,-85
2180419,9,-91
2180419,12,-89
2210878,0,-71
2210878,2,-77
2210878,4,-68
2210878,5,-76
2210878,6,-88
2210878,7,-91
2210878,8,-85
2210878,9,-92
2210878,12,-87
2241345,0,-72
2241345,2,-75
2241345,4,-76
2241345,5,-76
2241345,6,-85
2241345,7,-92
2241345,8,-85
2241345,9,-92
2241345,10,-93
2241345,12,-90
2271813,0,-72
2271813,2,-74
2271813,4,-72
2271813,5,-74
2271813,6,-84
2271813,7,-91
2271813,8,-85
2271813,9,-92
2271813,12,-89
2302281,0,-76
2302281,2,-77
2302281,4,-66
2302281,5,-75
2302281,6,-85
2302281,7,-91
2302281,8,-86
2302281,9,-91
2302281,12,-89
2332747,0,-80
2332747,2,-73
2332747,4,-70
2332747,5,-76
2332747,6,-82
2332747,7,-91
2332747,8,-82
2332747,9,-91
2332747,12,-90
246
2363248,0,-73
2363248,2,-70
2363249,4,-73
2363249,5,-77
2363249,6,-85
2363249,7,-92
2363249,8,-78
2363249,9,-91
2363249,12,-91
2393703,0,-72
2393703,2,-71
2393703,4,-73
2393703,5,-75
2393703,6,-83
2393703,7,-90
2393703,8,-80
2393703,9,-92
2424147,0,-70
2424147,2,-70
2424147,4,-70
2424147,5,-73
2424147,6,-88
2424147,7,-91
2424147,8,-79
2424147,9,-92
2454592,0,-70
2454592,2,-72
2454592,4,-76
2454592,5,-73
2454592,6,-84
2454592,7,-92
2454592,8,-82
2454592,9,-92
2454592,10,-93
2454592,11,-91
2485036,0,-81
2485036,2,-69
2485036,4,-69
2485036,5,-73
2485036,6,-84
2485036,7,-91
2485036,8,-85
2485036,9,-92
2485036,10,-93
2515487,0,-80
2515487,2,-74
2515487,4,-68
2515487,5,-72
2515487,6,-88
2515487,7,-90
2515487,8,-78
2515487,9,-91
2515487,10,-93
2545938,0,-71
2545938,2,-75
2545938,4,-73
2545938,5,-71
2545938,6,-86
2545938,7,-91
2545938,8,-82
2545938,9,-92
2545938,10,-93
2545938,11,-92
2576380,0,-74
2576380,2,-72
2576380,4,-70
2576380,5,-73
2576380,6,-83
2576380,7,-90
2576380,8,-81
2576380,9,-91
2576380,10,-92
2606821,0,-93
2606821,2,-72
2606821,4,-74
2606821,5,-71
2606821,6,-86
2606821,7,-93
2606821,8,-84
2606821,9,-93
245
2606855,10,-93
2637292,0,-93
2637292,2,-78
2637292,4,-68
2637292,5,-74
2637292,6,-85
2637292,7,-93
2637292,8,-85
2637292,9,-93
2637292,11,-93
2667728,0,-92
2667728,2,-71
2667728,4,-71
2667728,5,-75
2667728,6,-86
2667728,7,-91
2667728,8,-87
2667728,9,-92
2698141,0,-93
2698141,2,-73
2698141,4,-75
2698141,5,-71
2698141,6,-84
2698141,8,-87
2698141,9,-92
2698141,10,-93
2728556,0,-73
2728556,2,-66
2728556,4,-68
2728556,5,-75
2728556,6,-83
2728556,7,-87
2728556,8,-83
2728556,9,-93
2728556,10,-93
2758985,0,-87
2758985,2,-70
2758985,4,-73
2758985,5,-74
2758985,6,-87
2758985,7,-88
2758985,8,-82
2758985,9,-90
2758985,10,-93
2789396,0,-85
2789396,2,-69
2789396,4,-72
2789396,5,-70
2789396,6,-84
2789396,7,-92
2789396,8,-83
2789396,9,-93
2819812,0,-88
2819812,2,-67
2819812,4,-72
2819812,5,-76
2819812,6,-81
2819812,7,-90
2819812,8,-84
2819812,9,-93
2819812,10,-93
2819812,11,-93
2850237,0,-91
2850237,2,-71
2850237,4,-75
2850237,5,-71
2850237,6,-81
2850237,7,-90
2850237,8,-88
2850237,9,-92
2850237,10,-93
2880644,0,-93
2880644,2,-76
2880644,4,-67
2880644,5,-72
2880644,6,-81
2880644,7,-92
2880644,8,-88
2880644,9,-93
2880644,10,-93
244
2911089,0,-92
2911089,2,-75
2911089,4,-70
2911089,5,-72
2911089,6,-82
2911089,7,-93
2911089,8,-85
2911089,9,-93
2911089,10,-93
2911089,11,-91
2941499,0,-93
2941499,2,-73
2941499,4,-73
2941499,5,-73
2941499,6,-82
2941499,7,-92
2941499,8,-85
2941499,9,-92
2941499,10,-93
2941499,11,-93
2971858,2,-93
2971858,4,-92
2971858,5,-92
2971858,6,-91
2971858,7,-93
2971858,8,-93
3002200,0,-93
3002200,2,-93
3002200,5,-92
3002200,6,-93
3123436,2,-93
3214355,0,-93
3699274,0,-88
3729601,0,-92
3790213,0,-93
3820523,0,-93
3850868,0,-93
3881184,0,-93
3881184,2,-93
3881184,4,-93
3881184,5,-93
3881184,7,-93
3881184,8,-93
3881184,10,-93
3911553,0,-85
3911553,4,-92
3911553,10,-92
3941917,0,-87
3941917,4,-88
3941917,10,-89
3972273,0,-91
3972273,10,-93
4002608,0,-91
4002608,10,-92
4002608,11,-91
4032947,0,-93
4032947,2,-87
4032947,5,-92
4032947,7,-90
4032947,8,-87
4032947,10,-93
4032947,11,-93
4063351,0,-93
4063351,2,-76
4063351,5,-83
4063351,7,-93
4063351,8,-87
4063351,10,-87
4063351,11,-93
4093686,0,-93
4093686,2,-93
4093686,5,-92
4093686,7,-93
4093686,8,-93
4093686,10,-88
4093686,11,-93
4124012,4,-93
4124012,10,-89
4154318,0,-93
4154318,10,-93
243
4184669,0,-93
4184669,2,-93
4184669,5,-93
4184669,8,-93
4184669,10,-93
4214991,0,-92
4214991,2,-93
4214991,5,-93
4245298,4,-93
4245298,6,-93
4275626,0,-92
4275626,2,-93
4275626,7,-93
4275626,8,-93
4275626,10,-93
4275626,11,-91
4305937,0,-92
4305937,2,-93
4305937,5,-93
4305937,7,-92
4305937,8,-93
4336258,0,-93
4336258,2,-93
4336258,5,-92
4336258,8,-93
4366601,0,-92
4366601,5,-93
4366601,7,-93
4366601,8,-93
4396930,4,-88
4396930,6,-93
4396930,7,-93
4427271,4,-93
4427271,6,-93
4427271,7,-93
4457615,4,-93
4457615,6,-93
4457615,10,-92
4487943,4,-92
4487943,7,-93
4487943,10,-93
4518251,4,-92
4518251,10,-93
4548577,4,-93
4548577,6,-93
4548577,10,-87
4578894,6,-93
4578894,7,-93
4609210,8,-93
4609210,10,-93
4639529,2,-93
4639529,8,-93
4639529,10,-92
4669860,2,-93
4669860,8,-93
4669860,10,-91
4700178,2,-92
4700178,7,-92
4700178,8,-93
4730506,2,-93
4730506,7,-93
4730506,8,-93
4760817,2,-93
4760817,7,-93
4760817,8,-93
4791122,2,-93
4791122,7,-93
4791122,8,-91
4791122,10,-93
4821450,0,-93
4821450,2,-93
4821450,8,-92
4821450,10,-92
4851788,0,-93
4851788,4,-88
4851788,10,-91
4851788,11,-93
4882112,0,-93
4882112,6,-93
4882112,10,-93
242