250
554361,0,-59
554361,1,-77
554361,2,-38
554361,3,-128
554361,4,-128
554361,5,-128
554361,6,-128
554361,7,-128
554361,8,-128
554361,9,-128
554361,10,-128
554361,11,-128
554361,12,-128
554361,13,-128
554361,14,-128
630013,0,-68
630013,1,-85
630013,2,-38
630013,3,-128
630013,4,-81
630013,5,-78
630013,6,-51
630013,7,-50
630013,8,-63
630013,9,-89
630013,10,-60
630013,11,-66
630013,12,-63
630013,13,-88
630013,14,-68
705637,0,-58
705637,1,-78
705637,2,-38
705637,3,-128
705637,4,-79
705637,5,-79
705637,6,-45
705637,7,-59
705637,8,-64
705637,9,-85
705637,10,-66
705637,11,-70
705637,12,-63
705637,13,-88
705637,14,-70
781250,0,-75
781250,1,-84
781250,2,-38
781250,3,-128
781250,4,-82
781250,5,-86
781250,6,-48
781250,7,-56
781250,8,-60
781250,9,-87
781250,10,-56
781250,11,-66
781250,12,-66
781250,13,-91
781250,14,-69
856855,0,-70
856855,1,-70
856855,2,-128
856855,3,-67
856855,4,-81
856855,5,-76
856855,6,-74
856855,7,-72
856855,8,-75
856855,9,-73
856855,10,-85
856855,11,-87
856855,12,-78
856855,13,-67
856855,14,-81
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
249
932502,0,-66
932502,1,-73
932502,2,-56
932502,3,-128
932502,4,-75
932502,5,-88
932502,6,-88
932502,7,-84
932502,8,-75
932502,9,-71
932502,10,-72
932502,11,-74
932502,12,-82
932502,13,-67
932502,14,-76
1008073,0,-64
1008073,1,-75
1008073,2,-61
1008073,3,-128
1008073,4,-85
1008073,5,-78
1008073,6,-85
1008073,7,-83
1008073,8,-69
1008073,9,-83
1008073,10,-63
1008073,11,-55
1008073,12,-84
1008073,13,-80
1008073,14,-73
1083647,0,-68
1083647,1,-75
1083647,2,-60
1083647,3,-128
1083647,4,-82
1083647,5,-83
1083647,6,-84
1083647,7,-78
1083647,8,-79
1083647,9,-86
1083647,10,-60
1083647,11,-60
1083647,12,-93
1083647,13,-128
1083647,14,-68
1159173,0,-75
1159173,1,-65
1159173,2,-63
1159173,3,-128
1159173,4,-93
1159173,5,-87
1159173,6,-93
1159173,7,-93
1159173,8,-91
1159173,9,-92
1159173,10,-77
1159173,11,-61
1159173,12,-128
1159173,13,-128
1159174,14,-92
1234681,0,-69
1234681,1,-81
1234681,2,-84
1234681,3,-128
1234681,4,-72
1234681,5,-86
1234681,6,-89
1234681,7,-70
1234681,8,-68
1234681,9,-82
1234681,10,-82
1234681,11,-85
1234681,12,-128
1234681,13,-128
1234681,14,-87
0,0,0
0,0,0
0,0,0
