Timestamp,Device ID,RSSI
201949,0,91
201949,1,94
201949,2,92
201950,0,94
201950,1,93
201950,2,92
201951,0,89
201951,1,96
201951,2,97
201952,0,89
201952,1,94
201952,2,88
201953,0,89
201953,1,95
201953,2,88
201954,0,88
201954,1,97
201954,2,97
201955,0,86
201955,1,95
201955,2,89
201956,0,87
201956,1,94
201956,2,88
201957,0,85
201957,1,93
201957,2,88
201958,0,85
201958,1,93
201958,2,88
201959,0,85
201959,1,94
201959,2,88
202000,0,85
202000,1,93
202000,2,89
202001,0,85
202001,1,93
202001,2,88
202002,0,85
202002,1,93
202002,2,88
202003,0,85
202003,1,94
202003,2,87
202004,0,87
202004,1,93
202004,2,90
202005,0,87
202005,1,95
202005,2,88
202006,0,86
202006,1,94
202006,2,88
202007,0,86
202007,1,94
202007,2,90
202008,0,86
202008,1,95
202008,2,91
202009,0,87
202009,1,95
202009,2,92
202010,0,87
202010,1,96
202010,2,90
202011,0,86
202011,1,94
202011,2,88
202012,0,85
202012,1,95
202012,2,89
202013,0,85
202013,1,94
202013,2,89
202014,0,87
202014,1,95
202014,2,88
202015,0,87
202015,1,95
202015,2,89
202016,0,88
202016,1,93
202016,2,88
202017,0,85
202017,1,93
202017,2,88
202018,0,87
202018,1,95
202018,2,89
202019,0,88
202019,1,94
202019,2,89
202020,0,89
202020,1,95
202020,2,90
202021,0,85
202021,1,94
202021,2,91
202022,0,87
202022,1,95
202022,2,87
202023,0,87
202023,1,93
202023,2,90
202024,0,86
202024,1,93
202024,2,88
202025,0,85
202025,1,93
202025,2,88
202026,0,85
202026,1,93
202026,2,87
202027,0,86
202027,1,93
202027,2,90
202028,0,85
202028,1,93
202028,2,87
202029,0,85
202029,1,93
202029,2,87
202030,0,86
202030,1,93
202030,2,89
202031,0,86
202031,1,93
202031,2,88
202032,0,85
202032,1,93
202032,2,88
202033,0,85
202033,1,92
202033,2,97
202034,1,93
202034,2,88
202035,0,91
202035,1,95
202035,2,97
202036,0,91
202036,1,93
202036,2,97
202037,0,85
202037,1,95
202037,2,97
202038,0,86
202038,2,97
202039,0,87
202039,1,94
202039,2,91
202040,0,86
202040,1,94
202040,2,88
202041,0,85
202041,1,95
202041,2,88
202042,0,85
202042,1,94
202042,2,88
202043,0,87
202043,1,95
202043,2,89
202044,0,86
202044,1,94
202044,2,89
202045,0,87
202045,1,94
202045,2,88
202046,0,89
202046,1,94
202046,2,89
202047,0,85
202047,1,94
202047,2,88
202048,0,86
202048,1,93
202048,2,88
202049,0,87
202049,1,93
202049,2,88
202050,0,87
202050,1,93
202050,2,88
202051,0,89
202051,1,94
202051,2,93
202052,0,89
202052,1,94
202052,2,90
202053,0,87
202053,1,94
202053,2,90
202054,0,89
202054,1,95
202054,2,88
202055,0,85
202055,1,94
202055,2,87
202056,0,85
202056,1,94
202056,2,87
202057,0,87
202057,1,94
202057,2,87
202058,0,90
202058,1,93
202058,2,88
202059,0,87
202059,1,94
202059,2,87
202100,0,87
202100,1,95
202100,2,91
202101,0,85
202101,1,94
202101,2,87
202102,0,85
202102,1,93
202102,2,88
202103,0,86
202103,1,94
202103,2,87
202104,0,85
202104,1,93
202104,2,88
202105,0,85
202105,1,93
202105,2,87
202106,0,85
202106,1,93
202106,2,89
202107,0,86
202107,1,95
202107,2,91
202108,0,86
202108,1,94
202108,2,88
202109,0,85
202109,1,94
202109,2,87
202110,0,85
202110,1,93
202110,2,89
202111,0,91
202111,1,97
202111,2,93
