Timestamp,Device ID,RSSI
192736,0,72
192736,1,68
192736,2,70
192737,0,73
192737,1,67
192737,2,71
192738,0,73
192738,1,67
192738,2,71
192739,0,73
192739,1,67
192739,2,71
192740,0,73
192740,1,67
192740,2,71
192741,0,72
192741,1,67
192741,2,71
192742,0,72
192742,1,67
192742,2,71
192743,0,73
192743,1,67
192743,2,71
192744,0,73
192744,1,67
192744,2,71
192745,0,73
192745,1,67
192745,2,71
192746,0,72
192746,1,67
192746,2,71
192747,0,73
192747,1,67
192747,2,71
192748,0,72
192748,1,67
192748,2,71
192749,0,73
192749,1,67
192749,2,71
192750,0,73
192750,1,67
192750,2,71
192751,0,73
192751,1,67
192751,2,71
192752,0,74
192752,1,67
192752,2,70
192753,0,75
192753,1,67
192753,2,66
192754,0,75
192754,1,68
192754,2,68
192755,0,75
192755,1,67
192755,2,71
192756,0,75
192756,1,67
192756,2,71
192757,0,75
192757,1,67
192757,2,71
192758,0,75
192758,1,67
192758,2,71
192759,0,74
192759,1,67
192759,2,71
192800,0,65
192800,1,69
192800,2,71
192801,0,65
192801,1,69
192801,2,71
192802,0,65
192802,1,69
192802,2,71
192803,0,65
192803,1,69
192803,2,71
192804,0,65
192804,1,69
192804,2,71
192805,0,65
192805,1,69
192805,2,67
192806,0,65
192806,1,69
192806,2,66
192807,0,65
192807,1,69
192807,2,66
192808,0,65
192808,1,70
192808,2,66
192809,0,65
192809,1,71
192809,2,66
192810,0,65
192810,1,72
192810,2,67
192811,0,65
192811,1,72
192811,2,67
192812,0,65
192812,1,72
192812,2,67
192813,0,65
192813,1,72
192813,2,67
192814,0,65
192814,1,72
192814,2,67
192815,0,65
192815,1,72
192815,2,67
192816,0,65
192816,1,72
192816,2,68
192817,0,65
192817,1,72
192817,2,67
192818,0,65
192818,1,72
192818,2,67
192819,0,65
192819,1,72
192819,2,67
192820,0,65
192820,1,73
192820,2,67
192821,0,65
192821,1,74
192821,2,67
192822,0,65
192822,1,74
192822,2,67
192823,0,65
192823,1,74
